DELIVERY_START,spot_id_delta
2023-04-02 00:00:00+02:00,1.4886067055529066
2023-04-02 01:00:00+02:00,-0.6606202218000297
2023-04-02 02:00:00+02:00,-0.28139694728327486
2023-04-02 03:00:00+02:00,0.18071874216402425
2023-04-02 04:00:00+02:00,1.5044369176837515
2023-04-02 05:00:00+02:00,0.7532286855977931
2023-04-02 06:00:00+02:00,0.6520311647650893
2023-04-02 07:00:00+02:00,0.7553917224302967
2023-04-02 08:00:00+02:00,0.22446307749759684
2023-04-02 09:00:00+02:00,2.083264066527066
2023-04-02 10:00:00+02:00,3.171987093719613
2023-04-02 11:00:00+02:00,3.6950431831054904
2023-04-02 12:00:00+02:00,1.0538338265051403
2023-04-02 13:00:00+02:00,-2.218477019423343
2023-04-02 14:00:00+02:00,-3.6976820465718463
2023-04-02 15:00:00+02:00,-1.761213205661304
2023-04-02 16:00:00+02:00,-0.4270603004891663
2023-04-02 17:00:00+02:00,-0.7307745677449046
2023-04-02 18:00:00+02:00,-15.645710091757289
2023-04-02 19:00:00+02:00,5.341861985067162
2023-04-02 20:00:00+02:00,8.168297301351474
2023-04-02 21:00:00+02:00,7.703352298918679
2023-04-02 22:00:00+02:00,8.409906394782064
2023-04-02 23:00:00+02:00,7.322796428014407
2023-04-03 00:00:00+02:00,8.013374736525549
2023-04-03 01:00:00+02:00,5.878166764190773
2023-04-03 02:00:00+02:00,5.125307101123777
2023-04-03 03:00:00+02:00,-0.0749411205118735
2023-04-03 04:00:00+02:00,-0.07264113114929376
2023-04-03 05:00:00+02:00,4.650976860582572
2023-04-03 06:00:00+02:00,11.678038739757728
2023-04-03 07:00:00+02:00,13.755000392810963
2023-04-03 08:00:00+02:00,15.567649342085897
2023-04-03 09:00:00+02:00,13.66009320020145
2023-04-03 10:00:00+02:00,12.405117371569842
2023-04-03 11:00:00+02:00,12.351605842217644
2023-04-03 12:00:00+02:00,10.81930330108768
2023-04-03 13:00:00+02:00,9.291159957074106
2023-04-03 14:00:00+02:00,10.305277208591308
2023-04-03 15:00:00+02:00,8.409030661118452
2023-04-03 16:00:00+02:00,10.877532379064121
2023-04-03 17:00:00+02:00,11.208673161380483
2023-04-03 18:00:00+02:00,12.336742039672043
2023-04-03 19:00:00+02:00,12.87050554419822
2023-04-03 20:00:00+02:00,11.83215011525259
2023-04-03 21:00:00+02:00,10.002801250145689
2023-04-03 22:00:00+02:00,10.371390367259053
2023-04-03 23:00:00+02:00,12.008297004337583
2023-04-04 00:00:00+02:00,9.128621441128951
2023-04-04 01:00:00+02:00,2.635218454142058
2023-04-04 02:00:00+02:00,7.961570024082936
2023-04-04 03:00:00+02:00,3.3851193913059414
2023-04-04 04:00:00+02:00,3.2425439296540572
2023-04-04 05:00:00+02:00,12.828466213302798
2023-04-04 06:00:00+02:00,14.867661465633468
2023-04-04 07:00:00+02:00,19.37323954959282
2023-04-04 08:00:00+02:00,17.635030660491932
2023-04-04 09:00:00+02:00,17.659126312214525
2023-04-04 10:00:00+02:00,19.33007582179649
2023-04-04 11:00:00+02:00,11.01194441787682
2023-04-04 12:00:00+02:00,3.8956263097363517
2023-04-04 13:00:00+02:00,-4.410974346308908
2023-04-04 14:00:00+02:00,2.872071165791578
2023-04-04 15:00:00+02:00,1.6677693416309567
2023-04-04 16:00:00+02:00,4.993374364402582
2023-04-04 17:00:00+02:00,7.149826102961486
2023-04-04 18:00:00+02:00,13.908649571882997
2023-04-04 19:00:00+02:00,10.67337984291152
2023-04-04 20:00:00+02:00,12.218293377824862
2023-04-04 21:00:00+02:00,7.8950874066180905
2023-04-04 22:00:00+02:00,8.499683142402981
2023-04-04 23:00:00+02:00,6.564701143993059
2023-04-05 00:00:00+02:00,0.6312503174733042
